sedol,aims,annual_charge,annual_saving,bid_price,citicode,closed_fund,company_id,company_name,cost_segment,full_description,fund_name,fund_size,historic_yield,holding_fee,icvc,initial_charge,initial_commission,initial_saving,is_oeic,isaable,kiid,launch_currency,launchdate,lsmininv,lump_sum_min_inv,net_annual_charge,num_holdings,offer_price,other_expenses,payment_frequency,payment_type,percent_change,perf0t12m,perf120m,perf12m,perf12t24m,perf24t36m,perf36m,perf36t48m,perf3m,perf48t60m,perf60m,perf6m,reg_saver,reg_saver_min_inv,sector_id,sector_name,sicav,sippable,total_expenses,tracker,unit_type,update_time,updated,valuation_frequency,fund_yield,Wealth150
B4Y8PY6,"The fund aims to provide capital growth. The fund will be invested in shares of smaller-sized Asian (ex Japan) and selected emerging market companies. The fund may also invest in companies from outside the Asian and emerging markets, if those companies derive a significant portion of their business or growth from these regions. Smaller-sized companies are considered companies which, at the time of purchase, form the bottom 30% by market capitalization of each individual market. The fund has no bias to any industry. We believe smaller companies can provide higher growth prospects than larger companies over the longer term, due to the fact they are typically in the early stages of their development. Smaller companies are less researched than larger ones. We believe that our focus on finding companies that offer sustainable growth patterns and are trading on compelling valuations should reward the funds investors. The fund may also invest in other financial instruments and hold cash on deposit. Derivatives may be used to achieve the investment objective and to reduce risk or manage the fund more efficiently.",1.0,0.24,100.2,0WO1,0,108,Schroders,1,Schroder Asian Discovery (Class Z),Schroders Asian Discovery (Class Z),149.7,1.38,0.0,0,0.0,0.0,0.0,0,1,1,GBP,2012-03-15,100.0,100.0,0.76,53.0,100.2,0.25,Annually,Dividend,0.38,-1.41,0.0,-1.41,14.5,1.39,14.46,-6.27,-2.36,47.93,58.7,-6.25,1,25.0,121,Asia Pacific Ex Japan,0,1,1.0,0,Income,2025-05-28,2025-05-28,Daily,1.38,1
B5ZS9V7,"The fund aims to provide capital growth. The fund will be invested in shares of smaller-sized Asian (ex Japan) and selected emerging market companies. The fund may also invest in companies from outside the Asian and emerging markets, if those companies derive a significant portion of their business or growth from these regions. Smaller-sized companies are considered companies which, at the time of purchase, form the bottom 30% by market capitalization of each individual market. The fund has no bias to any industry. We believe smaller companies can provide higher growth prospects than larger companies over the longer term, due to the fact they are typically in the early stages of their development. Smaller companies are less researched than larger ones. We believe that our focus on finding companies that offer sustainable growth patterns and are trading on compelling valuations should reward the funds investors. The fund may also invest in other financial instruments and hold cash on deposit. Derivatives may be used to achieve the investment objective and to reduce risk or manage the fund more efficiently.",1.0,0.24,118.10000000000001,0WO2,0,108,Schroders,1,Schroder Asian Discovery (Class Z),Schroders Asian Discovery (Class Z),149.7,1.38,0.0,0,0.0,0.0,0.0,0,1,1,GBP,2012-03-15,100.0,100.0,0.76,53.0,118.10000000000001,0.25,Annually,Dividend,0.42,-1.51,0.0,-1.51,14.59,1.36,14.4,-6.2,-2.33,47.89,58.68,-6.29,1,25.0,121,Asia Pacific Ex Japan,0,1,1.0,0,Accumulation,2025-05-28,2025-05-28,Daily,1.38,1
BDD2973,"The Funds investment objective is to provide a growing income and capital growth for investors over the long term primarily through investment in equity and equity related securities of Asian companies which offer attractive yields and growing dividend payments. The emphasis of the fund will be investment in the Asia Pacific excluding Japan (including Australia and New Zealand) region. Investment will be in directly held transferable securities. The Fund may also invest in collective investment schemes, warrants and money market instruments.",0.9,0.08,124.30000000000001,JOWH,0,108,Schroders,2,Schroder Asian Income (Class L),Schroders Asian Income (Class L),1283.9,4.1,0.0,0,0.0,0.0,0.0,0,1,1,GBP,1990-02-19,100.0,100.0,0.82,57.0,124.30000000000001,0.145,Bi-annually,Dividend,0.65,5.2,0.0,5.2,9.62,-0.65,14.56,2.18,-1.2,34.38,57.3,0.16,1,25.0,121,Asia Pacific Ex Japan,0,1,0.82,0,Accumulation,2025-05-28,2025-05-28,Daily,4.1,0
BDD2984,"The Funds investment objective is to provide a growing income and capital growth for investors over the long term primarily through investment in equity and equity related securities of Asian companies which offer attractive yields and growing dividend payments. The emphasis of the fund will be investment in the Asia Pacific excluding Japan (including Australia and New Zealand) region. Investment will be in directly held transferable securities. The Fund may also invest in collective investment schemes, warrants and money market instruments.",0.9,0.08,78.82000000000001,JOWI,0,108,Schroders,2,Schroder Asian Income (Class L),Schroders Asian Income (Class L),1283.9,4.1,0.0,0,0.0,0.0,0.0,0,1,1,GBP,1990-02-19,100.0,100.0,0.82,57.0,78.82000000000001,0.145,Bi-annually,Dividend,0.65,5.18,0.0,5.18,9.63,-0.69,14.52,2.24,-1.22,34.38,57.32,0.2,1,25.0,121,Asia Pacific Ex Japan,0,1,0.82,0,Income,2025-05-28,2025-05-28,Daily,4.1,0
BDD29D9,"The funds investment objective is to provide income with potential for capital growth primarily through investment in equity and equity related securities of Asian (ex Japan) companies. In order to generate additional income, the Manager may selectively sell short dated call options over securities or portfolios of securities held by the fund, or indices, by setting individual target strike prices at which those securities may be sold in the future. The Manager is also permitted to sell put options on securities or portfolios of securities which are not held by the fund, or indices, at target prices that are pre-set below the current market level. The Manager may also, for the purpose of efficient management, use derivative instruments which replicate the performance of a basket of short dated call options or a combination of equity securities and short dated call options. Investment will primarily be in directly held transferable securities. The fund may also invest in collective investment schemes, cash, deposits, warrants, money market instruments and derivatives. In particular, the fund may buy or sell over the counter and exchange traded derivatives, and enter into total returns swaps. The fund will use derivative instruments for investment purposes as well as for efficient portfolio management.",0.9,0.08,98.67,JOWD,0,108,Schroders,2,Schroder Asian Income Maximiser (Class L),Schroders Asian Income Maximiser (Class L),168.1,7.1,0.0,0,0.0,0.0,0.0,0,1,1,GBP,2010-06-01,100.0,100.0,0.82,275.0,98.67,0.145,Quarterly,Dividend,0.64,2.42,0.0,2.42,6.74,0.21,9.55,3.7,-1.96,20.68,37.1,-0.74,1,25.0,121,Asia Pacific Ex Japan,0,1,0.82,0,Accumulation,2025-05-28,2025-05-28,Daily,7.1,0
BDD29F1,"The funds investment objective is to provide income with potential for capital growth primarily through investment in equity and equity related securities of Asian (ex Japan) companies. In order to generate additional income, the Manager may selectively sell short dated call options over securities or portfolios of securities held by the fund, or indices, by setting individual target strike prices at which those securities may be sold in the future. The Manager is also permitted to sell put options on securities or portfolios of securities which are not held by the fund, or indices, at target prices that are pre-set below the current market level. The Manager may also, for the purpose of efficient management, use derivative instruments which replicate the performance of a basket of short dated call options or a combination of equity securities and short dated call options. Investment will primarily be in directly held transferable securities. The fund may also invest in collective investment schemes, cash, deposits, warrants, money market instruments and derivatives. In particular, the fund may buy or sell over the counter and exchange traded derivatives, and enter into total returns swaps. The fund will use derivative instruments for investment purposes as well as for efficient portfolio management.",0.9,0.08,42.33,JOWE,0,108,Schroders,2,Schroder Asian Income Maximiser (Class L),Schroders Asian Income Maximiser (Class L),168.1,7.1,0.0,0,0.0,0.0,0.0,0,1,1,GBP,2010-06-01,100.0,100.0,0.82,275.0,42.33,0.145,Quarterly,Dividend,0.64,2.43,0.0,2.43,6.72,0.21,9.55,3.7,-1.97,20.69,37.11,-0.75,1,25.0,121,Asia Pacific Ex Japan,0,1,0.82,0,Income,2025-05-28,2025-05-28,Daily,7.1,0
BF77ZS1,"The Fund aims to provide capital growth and income by investing in a diversified range of assets and markets worldwide with a target average
volatility (a measure of how much the Funds returns may vary over a year) over a rolling three year period of between 5% to 7% per annum",0.48,0.0,63.85999999999999,QWDT,0,108,Schroders,1,Schroder Blended Portfolio 3 (Class F),Schroders Blended Portfolio 3 (Class F),41.4,0.0,0.0,0,0.0,0.0,0.0,0,1,1,GBP,2020-03-19,100.0,100.0,0.48,42.0,63.85999999999999,0.28,Annually,No income,0.27,4.74,0.0,4.74,6.97,-1.23,10.65,-2.69,-0.3,8.55,16.88,0.97,1,25.0,137,Mixed Investment 0-35% Shares,0,1,0.48,0,Accumulation,2025-05-28,2025-05-28,Daily,0.0,0
BF77ZT2,"The Fund aims to provide capital growth and income by investing in a diversified range of assets and markets worldwide with a target average
volatility (a measure of how much the Funds returns may vary over a year) over a rolling three year period of between 7% to 8% per annum.",0.5,0.0,69.73,QWDS,0,108,Schroders,1,Schroder Blended Portfolio 4 (Class F),Schroders Blended Portfolio 4 (Class F),149.5,0.0,0.0,0,0.0,0.0,0.0,0,1,1,GBP,2020-03-19,100.0,100.0,0.5,41.0,69.73,0.3,Annually,No income,0.3,4.81,0.0,4.81,9.01,-0.28,13.93,-2.27,-0.59,12.75,25.53,0.77,1,25.0,131,Mixed Investment 20-60% Shares,0,1,0.5,0,Accumulation,2025-05-28,2025-05-28,Daily,0.0,0
BF77ZV4,"The Fund aims to provide capital growth and income by investing in a diversified range of assets and markets worldwide with a target average
volatility (a measure of how much the Funds returns may vary over a year) over a rolling three year period of between 8% to 9% per annum.",0.5,0.0,73.86,QWDR,0,108,Schroders,1,Schroder Blended Portfolio 5 (Class F),Schroders Blended Portfolio 5 (Class F),319.0,0.0,0.0,0,0.0,0.0,0.0,0,1,1,GBP,2020-03-19,100.0,100.0,0.5,41.0,73.86,0.3,Annually,No income,0.33,4.72,0.0,4.72,10.4,0.35,16.01,-2.08,-0.93,15.53,31.23,0.53,1,25.0,131,Mixed Investment 20-60% Shares,0,1,0.5,0,Accumulation,2025-05-28,2025-05-28,Daily,0.0,0
BF77ZW5,"The Fund aims to provide capital growth and income by investing in a diversified range of assets and markets worldwide with a target average
volatility (a measure of how much the Funds returns may vary over a year) over a rolling three year period of between 9% to 10% per annum",0.52,0.0,79.47999999999999,QWDU,0,108,Schroders,1,Schroder Blended Portfolio 6 (Class Z),Schroders Blended Portfolio 6 (Class Z),359.7,0.0,0.0,0,0.0,0.0,0.0,0,1,1,GBP,2020-03-19,100.0,100.0,0.52,41.0,79.47999999999999,0.52,Annually,No income,0.34,4.39,0.0,4.39,12.13,1.48,18.79,-1.45,-1.58,18.25,38.43,-0.04,1,25.0,107,Mixed Investment 40-85% Shares,0,1,0.52,0,Accumulation,2025-05-28,2025-05-28,Daily,0.0,0
BF782N8,"The Fund aims to provide capital growth and income by investing in a diversified range of assets and markets worldwide with a target average
volatility (a measure of how much the Funds returns may vary over a year) over a rolling three year period of between 9% to 10% per annum",0.52,0.0,55.92,DZ0R,0,108,Schroders,1,Schroder Blended Portfolio 6 (Class Z),Schroders Blended Portfolio 6 (Class Z),359.7,0.0,0.0,0,0.0,0.0,0.0,0,1,1,GBP,2020-03-19,100.0,100.0,0.52,41.0,55.92,0.52,Annually,No income,0.34,4.41,0.0,4.41,12.12,1.49,18.81,0.0,-1.57,0.0,0.0,-0.02,1,25.0,107,Mixed Investment 40-85% Shares,0,1,0.52,0,Income,2025-05-28,2025-05-28,Daily,0.0,0
BF77ZX6,"The Fund aims to provide capital growth and income by investing in a diversified range of assets and markets worldwide with a target average
volatility (a measure of how much the Funds returns may vary over a year) over a rolling three year period of between 10% to 11% per annum",0.53,0.0,87.16000000000001,QWDQ,0,108,Schroders,2,Schroder Blended Portfolio 7 (Class Z),Schroders Blended Portfolio 7 (Class Z),339.8,1.28,0.0,0,0.0,0.0,0.0,0,1,1,GBP,2020-03-19,100.0,100.0,0.53,41.0,87.16000000000001,0.33,N/a,Dividend,0.36,4.49,0.0,4.49,13.49,2.63,21.71,-0.34,-1.8,23.13,49.36,-0.17,1,25.0,107,Mixed Investment 40-85% Shares,0,1,0.53,0,Accumulation,2025-05-28,2025-05-28,Daily,1.28,0
BF782P0,"The Fund aims to provide capital growth and income by investing in a diversified range of assets and markets worldwide with a target average
volatility (a measure of how much the Funds returns may vary over a year) over a rolling three year period of between 10% to 11% per annum",0.53,0.0,58.15,W9LY,0,108,Schroders,2,Schroder Blended Portfolio 7 (Class Z),Schroders Blended Portfolio 7 (Class Z),339.8,1.28,0.0,0,0.0,0.0,0.0,0,1,1,GBP,2020-03-19,100.0,100.0,0.53,41.0,58.15,0.33,N/a,Dividend,0.36,4.48,0.0,4.48,13.5,2.64,21.72,0.0,-1.8,0.0,0.0,-0.19,1,25.0,107,Mixed Investment 40-85% Shares,0,1,0.53,0,Income,2025-05-28,2025-05-28,Daily,1.28,0
BF77ZY7,"The Fund aims to provide capital growth and income by investing in a diversified range of assets and markets worldwide with a target average
volatility (a measure of how much the Funds returns may vary over a year) over a rolling three year period of between 11% to 12% per annum",0.53,0.0,90.4,QWDP,0,108,Schroders,1,Schroder Blended Portfolio 8 (Class Z),Schroders Blended Portfolio 8 (Class Z),138.2,0.0,0.0,0,0.0,0.0,0.0,0,1,1,GBP,2020-03-19,100.0,100.0,0.53,34.0,90.4,0.33,Annually,No income,0.38,3.9,0.0,3.9,14.93,3.74,23.88,-1.53,-2.62,25.63,53.24,-0.91,1,25.0,115,Flexible Investment,0,1,0.53,0,Accumulation,2025-05-28,2025-05-28,Daily,0.0,0
BDD2DJ3,"The funds investment objective is to provide income with potential for capital growth primarily through investment in real estate investment trusts, equity and equity related securities and debt securities of property companies worldwide. In order to generate additional income, the Manager may selectively sell short dated call options over securities or portfolios of securities held by the fund, or indices, by setting individual target strike prices at which those securities may be sold in the future. The Manager is also permitted to sell put options on securities or portfolios of securities which are not held by the fund, or indices, at target prices that are pre-set below the current market level. The Manager may also, for the purpose of efficient management, use derivative instruments which replicate the performance of a basket of short dated call options or a combination of equity securities and short dated call options. Investment will primarily be in directly held transferable securities. The fund may also invest in collective investment schemes, cash, deposits, warrants, money market instruments and derivatives. In particular, the fund may buy or sell over the counter and exchange traded derivatives, and enter into total returns swaps. The fund will use derivative instruments for investment purposes as well as for efficient management.",0.97,0.07,75.36,JOVH,0,108,Schroders,3,Schroder Digital Infrastructure (Class L),Schroders Digital Infrastructure (Class L),11.6,1.21,0.0,0,0.0,0.0,0.0,0,1,1,GBP,2011-02-18,100.0,100.0,0.9,38.0,75.36,0.225,Annually,Dividend,0.67,13.08,0.0,13.08,-1.59,-15.82,-6.32,2.9,0.17,16.83,12.62,-2.08,1,25.0,108,Property,0,1,0.9,0,Accumulation,2025-05-28,2025-05-28,Daily,1.21,0
BDD2DK4,"The funds investment objective is to provide income with potential for capital growth primarily through investment in real estate investment trusts, equity and equity related securities and debt securities of property companies worldwide. In order to generate additional income, the Manager may selectively sell short dated call options over securities or portfolios of securities held by the fund, or indices, by setting individual target strike prices at which those securities may be sold in the future. The Manager is also permitted to sell put options on securities or portfolios of securities which are not held by the fund, or indices, at target prices that are pre-set below the current market level. The Manager may also, for the purpose of efficient management, use derivative instruments which replicate the performance of a basket of short dated call options or a combination of equity securities and short dated call options. Investment will primarily be in directly held transferable securities. The fund may also invest in collective investment schemes, cash, deposits, warrants, money market instruments and derivatives. In particular, the fund may buy or sell over the counter and exchange traded derivatives, and enter into total returns swaps. The fund will use derivative instruments for investment purposes as well as for efficient management.",0.97,0.07,48.28,JOVI,0,108,Schroders,3,Schroder Digital Infrastructure (Class L),Schroders Digital Infrastructure (Class L),11.6,1.21,0.0,0,0.0,0.0,0.0,0,1,1,GBP,2011-02-18,100.0,100.0,0.9,38.0,48.28,0.225,Annually,Dividend,0.69,13.07,0.0,13.07,-1.58,-15.89,-6.4,2.61,0.16,16.74,12.12,-2.09,1,25.0,108,Property,0,1,0.9,0,Income,2025-05-28,2025-05-28,Daily,1.21,0
BDD2CB8,"The funds investment objective is to achieve capital growth through investment in European stock markets, excluding the UK. The core of investment will be in the larger market capitalisation stocks in the major European markets. The remainder of the portfolio will consist of investments in medium market capitalisation stocks and those drawn from the smaller European markets. The fund may also invest in a wide range of investments including transferable securities, collective investment schemes, warrants and money market instruments.",0.92,0.08,131.20000000000002,JOVD,0,108,Schroders,3,Schroder European (Class L),Schroders European (Class L),571.1,2.17,0.0,0,0.0,0.0,0.0,0,1,1,GBP,1987-04-30,100.0,100.0,0.84,64.0,131.20000000000002,0.165,Annually,Dividend,0.31,14.74,0.0,14.74,10.14,4.19,31.67,-0.14,6.08,26.34,66.12,18.91,1,25.0,111,Europe Excluding UK,0,1,0.84,0,Accumulation,2025-05-28,2025-05-28,Daily,2.17,0
BDD2CK7,"The funds investment objective is to achieve capital growth through investment in European stock markets, excluding the UK. The core of investment will be in the larger market capitalisation stocks in the major European markets. The remainder of the portfolio will consist of investments in medium market capitalisation stocks and those drawn from the smaller European markets. The fund may also invest in a wide range of investments including transferable securities, collective investment schemes, warrants and money market instruments.",0.92,0.08,109.7,JOVE,0,108,Schroders,3,Schroder European (Class L),Schroders European (Class L),571.1,2.17,0.0,0,0.0,0.0,0.0,0,1,1,GBP,1987-04-30,100.0,100.0,0.84,64.0,109.7,0.165,Annually,Dividend,0.37,14.71,0.0,14.71,10.08,4.2,31.58,-0.13,6.01,26.33,66.01,18.88,1,25.0,111,Europe Excluding UK,0,1,0.84,0,Income,2025-05-28,2025-05-28,Daily,2.17,0
B6S00Y7,The fund aims to achieve a high income with some long-term capital growth by investing in companies incorporated in a member state of the EEA or Switzerland or in companies which derive a predominant proportion of their revenues or profits from these countries or which are predominantly operating in them.,0.94,0.13,263.9,11LY,0,108,Schroders,2,Schroder European Climate Transition (Z),Schroders European Climate Transition (Z),21.9,2.67,0.0,0,0.0,0.0,0.0,1,1,1,GBP,2012-05-02,100.0,100.0,0.81,43.0,263.9,0.19,Quarterly,Dividend,-0.04,0.08,0.0,0.08,9.37,6.07,16.09,-5.53,-0.94,26.29,38.51,8.15,1,25.0,111,Europe Excluding UK,0,1,0.94,0,Accumulation,2025-05-28,2025-05-28,Daily,2.67,0
B7FHV23,The fund aims to achieve a high income with some long-term capital growth by investing in companies incorporated in a member state of the EEA or Switzerland or in companies which derive a predominant proportion of their revenues or profits from these countries or which are predominantly operating in them.,0.94,0.13,180.4,11LX,0,108,Schroders,2,Schroder European Climate Transition (Z),Schroders European Climate Transition (Z),21.9,2.67,0.0,0,0.0,0.0,0.0,1,1,1,GBP,2012-05-02,100.0,100.0,0.81,43.0,180.4,0.19,Quarterly,Dividend,-0.06,0.08,0.0,0.08,9.35,6.06,16.07,-5.52,-0.95,26.27,38.47,8.17,1,25.0,111,Europe Excluding UK,0,1,0.94,0,Income,2025-05-28,2025-05-28,Daily,2.67,0
0722188,"The fund aims to achieve long-term capital growth by investing in any or all European markets, excluding the UK, and any or all economic sectors.",0.96,0.13,1334.0,KR14,0,108,Schroders,2,Schroder European Recovery (Z),Schroders European Recovery (Z),318.2,2.51,2.0,0,0.0,0.0,0.0,1,1,1,GBP,1989-03-28,100.0,100.0,0.83,50.0,1334.0,0.21,Annually,Dividend,-0.15,6.2,0.0,6.2,13.23,8.39,30.34,7.28,4.62,39.49,95.06,15.97,1,25.0,111,Europe Excluding UK,0,1,0.96,0,Accumulation,2025-05-28,2025-05-28,Daily,2.51,0
